# Density,Lx,Ly,Lz,lx,ly,lz,C00,C01,C02,C03,C04,C05,C11,C12,C13,C14,C15,C22,C23,C24,C25,C33,C34,C35,C44,C45,C55,eig_0,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13,eig_14,eig_15,eig_16,eig_17,eig_18,eig_19,eig_20,eig_21,eig_22,eig_23,(omega^2)_0,(omega^2)_1,(omega^2)_2,(omega^2)_3,(omega^2)_4,(omega^2)_5,(omega^2)_6,(omega^2)_7,(omega^2)_8,(omega^2)_9,(omega^2)_10,(omega^2)_11,(omega^2)_12,(omega^2)_13,(omega^2)_14,(omega^2)_15,(omega^2)_16,(omega^2)_17,(omega^2)_18,(omega^2)_19,(omega^2)_20,(omega^2)_21,(omega^2)_22,(omega^2)_23
4.406866754850198298e+00,3.767709440604504745e-01,3.365497673029578252e-01,4.774419623593781914e-01,9.595368143399686245e-01,8.571040221533789971e-01,1.215919504453714106e+00,1.132810603134643213e+00,2.163103761127682656e-01,1.525892755516864985e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.667513814486497603e+00,5.544661494665625856e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.362355257820732302e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.569169596251275056e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.411876945788465898e-02,0.000000000000000000e+00,3.610889510859843776e-02,1.376121476207037564e-01,3.411548024630281506e-01,3.769977514981318056e-01,4.168695384209072374e-01,5.420296963851286565e-01,5.595379149487321735e-01,5.990501913987045235e-01,7.142136178657415568e-01,9.664699872006871084e-01,9.830946994486552404e-01,1.169680988762863194e+00,1.219540352646191650e+00,1.314521999858598633e+00,1.328279237818611014e+00,1.368878087732632087e+00,1.379707849647338946e+00,1.417120116460947488e+00,1.484900486279695730e+00,1.606279018740053743e+00,1.798408444233208892e+00,1.946710726779625755e+00,1.984304213813788076e+00,2.074725151486618735e+00,2.273831725453622443e+00,2.025327829229227605e-01,5.020997982009672844e-01,5.548522066311649681e-01,6.135341188402334556e-01,7.977404955435108969e-01,8.235084839879838192e-01,8.816612811602937416e-01,1.051154815390982877e+00,1.422416985008867929e+00,1.446884659520817795e+00,1.721495884499495865e+00,1.794877165851854528e+00,1.934667857801188440e+00,1.954915283174230023e+00,2.014667261460481473e+00,2.030606129190558828e+00,2.085668205062667813e+00,2.185425000987205824e+00,2.364065712518388374e+00,2.646835132946041558e+00,2.865101285442512413e+00,2.920430074945832288e+00,3.053508472878075253e+00,3.346546618281737384e+00
2.866222441158768675e+00,7.876918658481113500e-02,5.841167701116314892e-02,3.786517001219376621e-01,6.546226759497731917e-01,4.854386590699507620e-01,3.146839518519934042e+00,4.947060901582609027e+00,1.733775448208534631e-01,2.514083254058767092e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.218604891507167665e+00,1.633261957130882069e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.835779626816897547e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.605078051115332638e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.911621060190843990e-01,0.000000000000000000e+00,2.100265726305604874e-01,9.633205911226803975e-02,1.327581939656691801e-01,2.721644925302697526e-01,3.909577731611085238e-01,4.191990232411541006e-01,8.903601519953986410e-01,8.981049782265670967e-01,9.370629612685676957e-01,1.469445095556153769e+00,1.592618383754764055e+00,2.070158427941100943e+00,2.273161552340192237e+00,2.487523726066672936e+00,2.802327650795765290e+00,2.876885460121059612e+00,3.271928098124184725e+00,3.615387251519986300e+00,3.699599419951678847e+00,4.293740009612640129e+00,4.868811533433516914e+00,4.898789518660998432e+00,5.191842566152474525e+00,6.036557549375335618e+00,6.361472052682523248e+00,2.321294915842568862e+00,3.199048411596793429e+00,6.558294908313971661e+00,9.420833515977843575e+00,1.010135743326946134e+01,2.145483562940394862e+01,2.164146120265722573e+01,2.258022415239843284e+01,3.540893302663660336e+01,3.837701582584081450e+01,4.988420550803259346e+01,5.477593236314510250e+01,5.994137602339456095e+01,6.752714504665699735e+01,6.932375009504970365e+01,7.884301580563709422e+01,8.711928430777828680e+01,8.914852857219027271e+01,1.034654189489273222e+02,1.173228057502983859e+02,1.180451794370754612e+02,1.251068217966697631e+02,1.454617546607753695e+02,1.532911563320455457e+02
4.536822146191219041e+00,2.192183782662529556e-01,2.532294113504536259e-01,4.370877320124971210e-01,7.572228653052094360e-01,8.747035807803013041e-01,1.509785937848119763e+00,2.025762556133672287e+00,8.740787804540556261e-02,2.630797497791621531e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.383936804162299694e+00,1.151407393445495198e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.942432133309824227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.508384567468880333e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.366098716448583050e-01,0.000000000000000000e+00,1.034402373002420716e-01,6.275679068878237121e-01,1.835847108958516438e+00,2.021305112865934284e+00,2.151032574401591901e+00,2.287969803583080441e+00,2.547745277566242805e+00,2.818042362753468755e+00,3.709271566685638621e+00,4.026644851856199914e+00,4.866440510153609011e+00,5.252147996047643375e+00,5.270765818810333236e+00,5.486124907709790222e+00,6.288225541366887050e+00,6.296431364423337840e+00,6.844585543783444415e+00,7.350240074499390985e+00,7.474052397483992749e+00,8.012908814481836117e+00,8.215396593111201184e+00,8.344743277386214686e+00,8.578169412246472447e+00,9.788684517348656300e+00,1.013568482504092394e+01,1.650450447672676235e+00,4.828122422424594440e+00,5.315861266642119887e+00,5.657033504127548795e+00,6.017166819941039080e+00,6.700354316663252874e+00,7.411212759798424976e+00,9.755070089761822771e+00,1.058973495206608639e+01,1.279832641281183214e+01,1.381270443593515473e+01,1.386166773309570210e+01,1.442804389858056702e+01,1.653750063683682114e+01,1.655908125654091734e+01,1.800068032620183445e+01,1.933050891913692126e+01,1.965612484317405517e+01,2.107327158523069954e+01,2.160579729475015753e+01,2.194596812028733979e+01,2.255985908658794870e+01,2.574341129695863373e+01,2.665599271944305215e+01
3.737467036391508124e+00,3.396772388143793342e-01,4.653124283969319319e-01,3.629722987729059880e-01,8.807207992552203990e-01,1.206469810198495862e+00,9.411206184982852108e-01,3.698766396693439429e+00,6.130552615975781716e-03,6.042458919459212097e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.412562359943128953e+00,2.210861966493216091e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750497064765148547e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.373547148549872698e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.644275509236463373e-01,0.000000000000000000e+00,1.113820362171280554e-02,1.224419014207158846e-01,1.784664338436982856e-01,2.827451873612365496e-01,5.558685104598853899e-01,6.568350622675285244e-01,1.178593824852734562e+00,1.265027552471481354e+00,1.603450903125475779e+00,1.875396115426094301e+00,2.182886899489012489e+00,2.255228597278532199e+00,2.573360077868924733e+00,2.689890035914459521e+00,2.746739882836311875e+00,3.378576836471666844e+00,3.451063091737780031e+00,3.499309025930795070e+00,3.524908580239462186e+00,3.729396198194969259e+00,4.032893466966016582e+00,4.285076955466661452e+00,4.623022533891061769e+00,4.830470376780551689e+00,5.090704666946212598e+00,2.202400550160341919e-01,3.210131233849122800e-01,5.085825595438024926e-01,9.998579726780785215e-01,1.181469648639297709e+00,2.119973357284104409e+00,2.275444390526103700e+00,2.884176993515033871e+00,3.373333302127389466e+00,3.926426535841928356e+00,4.056549796884504566e+00,4.628782782280679520e+00,4.838388840935225588e+00,4.940646428153677050e+00,6.077151201561829197e+00,6.207534482632095951e+00,6.294315944514652372e+00,6.340362658784093774e+00,6.708180895074558059e+00,7.254090868668308545e+00,7.707701150255462430e+00,8.315574369480255967e+00,8.688717254397991141e+00,9.156808763253364347e+00
7.879028466427191013e+00,4.954490057940364456e-01,5.523632551230893417e-02,2.529844532045609218e-01,2.599519640471680493e+00,2.898137070768996848e-01,1.327357704119871196e+00,3.539513659418504155e+00,1.285492933726227749e-01,1.704660419630849300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.791645956274799723e+00,2.788819215143663044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.596468315300150209e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.764662844339482728e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.582145137356556042e-03,0.000000000000000000e+00,1.592635310440799756e-01,2.531641221299343707e-03,4.763811316063223944e-02,4.822158185445345191e-02,1.142997663831933353e-01,1.901925302661701123e-01,1.952831178561193481e-01,1.965837003401762484e-01,1.969690032747114794e-01,3.081508350748810021e-01,4.324618348573136539e-01,4.479361006644888565e-01,4.809899166040928487e-01,4.840847911116866742e-01,6.150704130017995430e-01,6.763288521138215437e-01,7.670634250754180261e-01,8.034001393606124974e-01,8.452667051768176787e-01,8.819815236131536285e-01,1.064550901546378547e+00,1.069585971839396077e+00,1.095990326279691729e+00,1.206692484837558421e+00,1.247536756468834440e+00,8.845406017513112590e-03,1.664447747448819237e-01,1.684833801570294609e-01,3.993566832694167013e-01,6.645215512958759785e-01,6.823077659150644791e-01,6.868519248716975500e-01,6.881981507377601393e-01,1.076660953353449690e+00,1.510996299241936347e+00,1.565062476840804129e+00,1.680550572055135250e+00,1.691363882157136178e+00,2.149019966410595117e+00,2.363053361579771749e+00,2.680074640471362901e+00,2.807032990055334132e+00,2.953312316718060604e+00,3.081591740040923177e+00,3.719478443969428394e+00,3.737070684407668875e+00,3.829325950947715551e+00,4.216112803374172380e+00,4.358820294083619373e+00
8.660971893965282220e+00,4.585951074528460958e-01,1.730374961978209392e-01,3.122864020210139313e-01,1.572975093126614876e+00,5.935163007035575422e-01,1.071138187735001690e+00,4.561871500818514669e+00,2.357031210774072072e-01,2.490843847677008949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.326037667609316850e-01,2.035836673612290149e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.298493852606011689e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.223468004782967022e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.758469244422627198e-01,0.000000000000000000e+00,1.279228341115589973e-01,4.813827238408569520e-01,1.518673637230670836e+00,1.995630528808307158e+00,2.235181352079642636e+00,2.375861311693483024e+00,2.600410426214708082e+00,2.653326644569571791e+00,2.724585778721051010e+00,2.762644113577829685e+00,3.412657409042679113e+00,4.074893468042739109e+00,4.264237602179199449e+00,4.864528149377833621e+00,5.487138139734594411e+00,6.004007203170560025e+00,6.401065842441256315e+00,6.408340998246339737e+00,6.847502919570612967e+00,7.028845636589592161e+00,7.187278976634278393e+00,7.859325432686802060e+00,8.262315162842382321e+00,8.312802088406611389e+00,8.823118524478074320e+00,6.538960717850968996e-01,2.062921406454587547e+00,2.710805558434568052e+00,3.036204320318256489e+00,3.227299821703112581e+00,3.532320705578440023e+00,3.604200533420801822e+00,3.700996836222611108e+00,3.752694154030295604e+00,4.635653012880134760e+00,5.535214912649811581e+00,5.792414391142757246e+00,6.607831337581992592e+00,7.453566356279996086e+00,8.155666023487318839e+00,8.695018749766871835e+00,8.704901106500848584e+00,9.301445687370506477e+00,9.547776277216827978e+00,9.762987446135431568e+00,1.067587549945726444e+01,1.122328484438753016e+01,1.129186479266558685e+01,1.198506356442877419e+01
8.997629370044423425e+00,3.716897826895809720e-01,2.175430687811189256e-01,4.065585345180774413e-01,1.160284002411586135e+00,6.790924967476409391e-01,1.269131909496652888e+00,2.642905115331696475e+00,7.494320268162060761e-02,1.078978881024134084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.816784686287750361e+00,1.833825975762109484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.729132081463345294e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.886551788609205804e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.325602049460850917e-02,0.000000000000000000e+00,1.556975247203739032e-01,1.018252671438882734e-01,2.562895434318914201e-01,4.891274601963012114e-01,6.509872317157069377e-01,7.441775653396329737e-01,7.640091931752699406e-01,1.014444869523343673e+00,1.055146299927800069e+00,1.156910789412366469e+00,1.498339038867741557e+00,1.549556355592998313e+00,2.033525794281151988e+00,2.110306689889035692e+00,2.378855412175127526e+00,2.428635394296332350e+00,2.683588190969227849e+00,2.853845335651786996e+00,3.049766859289537724e+00,3.138106900828125045e+00,3.388101665837379262e+00,3.434666824115111261e+00,3.441299906468104908e+00,3.465072408945242266e+00,3.511938332911015426e+00,1.102795083159374828e-01,2.775684820570737399e-01,5.297382204561099650e-01,7.050367148275182849e-01,8.059643574461469173e-01,8.274425448171482955e-01,1.098671131071758511e+00,1.142751877026650931e+00,1.252965561499699509e+00,1.622741556507928395e+00,1.678211290731571603e+00,2.202363234895396094e+00,2.285519013939212307e+00,2.576364517057158743e+00,2.630277579171154123e+00,2.906398328465428449e+00,3.090791404265917475e+00,3.302979694081539463e+00,3.398654339665512669e+00,3.669405407058451196e+00,3.719836728316519903e+00,3.727020535253884770e+00,3.752766796060777565e+00,3.803523854664063730e+00
2.258068739406200010e+00,4.784736265168113012e-02,3.059840860100229709e-02,2.840242108468682969e-01,6.410431578159341282e-01,4.099473698586306170e-01,3.805262545877395652e+00,2.516844384476059293e+00,1.814619588477843215e-01,2.540572382120509509e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.798810221453516434e-01,2.251772327330101575e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.052236042395401583e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.524158193173315856e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.450600660516083995e-01,0.000000000000000000e+00,1.042493916747811999e-01,5.339559051815435248e-02,7.084133098259894068e-02,1.029600322004785573e-01,2.827430801431941587e-01,2.910152530024381901e-01,4.171421439167101730e-01,6.795411707433628434e-01,7.504643481934193394e-01,9.639023930686856367e-01,1.253475675988158677e+00,1.327936254333127675e+00,1.445085725861989356e+00,1.671194935915225388e+00,2.020557939463514252e+00,2.357834964336352535e+00,2.600173542818986050e+00,3.011768547694467557e+00,3.273943140897176196e+00,3.506602795172915066e+00,4.208969770899281926e+00,4.317095031422196527e+00,4.537323622385737387e+00,4.873178157317870074e+00,5.284672328525727991e+00,4.244502216717509491e+00,5.631292462036308955e+00,8.184460189828856258e+00,2.247570667883693929e+01,2.313327513528455626e+01,3.315930655245370673e+01,5.401783138984775690e+01,5.965562996051930611e+01,7.662216681896836690e+01,9.964081741027480632e+01,1.055598097236163539e+02,1.148722114924942161e+02,1.328459998517577390e+02,1.606174324477813400e+02,1.874281309685499650e+02,2.066920181844050717e+02,2.394103736446720632e+02,2.602510578887681731e+02,2.787455516986708517e+02,3.345778434008506110e+02,3.431728959795206038e+02,3.606792243758983432e+02,3.873768468608371904e+02,4.200871868890882297e+02
7.027770983162257679e+00,3.760434286862862074e-01,3.080139556490944092e-02,1.279972274097644913e-01,3.297881276723204191e+00,2.701266342702199896e-01,1.122529015390127283e+00,4.207997711461620938e+00,1.350746741544704699e-01,1.630277238343539326e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.220804517080152252e-01,4.544587848607939407e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.364866155469246500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.917375276950389340e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.605438838867205065e-01,0.000000000000000000e+00,2.023613493578135247e-01,4.554630589112530076e-02,9.015805552548591950e-02,2.410231864856884065e-01,4.867716476667113268e-01,5.428848662429238692e-01,7.315504844169385956e-01,1.256907810926051416e+00,1.305923325671773494e+00,1.611066763720205852e+00,2.423025650262256914e+00,2.533287967323675893e+00,2.885832754380931231e+00,2.970413663671117810e+00,3.090022841393017750e+00,3.154301229338744239e+00,3.395700455136514417e+00,3.794593212208285049e+00,3.930925565018227097e+00,4.154705783610430636e+00,4.573573489676677539e+00,4.835232821679762871e+00,5.273113561604422905e+00,5.747236544735621955e+00,6.146430659838114430e+00,4.984591636548581506e-01,9.866905355926692822e-01,2.637759827202462048e+00,5.327233101337506938e+00,5.941336648359333061e+00,8.006094797357105719e+00,1.375560990002341910e+01,1.429203611523982431e+01,1.763152852737914955e+01,2.651761356960739136e+01,2.772432531647138632e+01,3.158257850011059631e+01,3.250823269930589987e+01,3.381723656967951541e+01,3.452069980055269838e+01,3.716257500522286250e+01,4.152806077158263065e+01,4.302008321404341018e+01,4.546913585222247889e+01,5.005322763228696914e+01,5.291682961363141402e+01,5.770900019987308838e+01,6.289780620767652408e+01,6.726659003891806776e+01
8.006145955853900986e+00,4.822934413063371117e-01,1.021532395007449245e-01,3.119388796158786281e-01,1.939844957052677898e+00,4.108731936212434155e-01,1.254657456863852216e+00,5.397315850539483595e-01,2.823453235801875461e-01,2.290329810898206475e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.963183777534871943e+00,8.122456428052834965e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.552827452689219179e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.707313532703363668e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.241825100107284696e-01,0.000000000000000000e+00,2.064026200122171528e-01,1.066752834337433009e-01,1.958319245298069944e-01,5.190674274963853474e-01,6.093543623943068477e-01,8.390623824265978081e-01,1.053541250449015365e+00,1.343118509368914637e+00,1.537122028766604309e+00,2.270177377858996426e+00,2.305414648679149359e+00,2.785425436039020486e+00,2.898124433127394539e+00,2.909608133092768778e+00,2.931769426715761906e+00,3.269199238168840171e+00,3.425200380700758274e+00,4.004198114406546161e+00,4.269546416329869309e+00,4.429285801408502365e+00,5.352560732431084212e+00,5.695285060742412142e+00,5.870316327388689359e+00,6.004313360062987215e+00,6.115372700428007846e+00,2.155517884019096941e-01,3.957047987109947318e-01,1.048845699739973103e+00,1.231282621022319113e+00,1.695438636684329925e+00,2.128822098049715894e+00,2.713951980357232063e+00,3.105962240057267287e+00,4.587199377735867500e+00,4.658401032882197867e+00,5.628327526978583961e+00,5.856051040725692047e+00,5.879255404335794744e+00,5.924035285110172744e+00,6.605857699615454770e+00,6.921079034709274325e+00,8.091021995849395410e+00,8.627194004846279185e+00,8.949968962864616628e+00,1.081557040457230023e+01,1.150809110401092994e+01,1.186176536985236929e+01,1.213252443515575330e+01,1.235693480149225643e+01
2.482720162847038559e+00,4.715998828847263458e-02,3.969804024284224186e-01,4.220761358166569832e-01,2.367713609996428270e-01,1.993079166988225071e+00,2.119074765487321432e+00,3.213420329517953977e+00,1.453323974560797038e-01,2.089425804211628712e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.466587164981769220e+00,1.505012698588552023e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.946013154099414777e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.862017752158918182e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.197476613919648269e-01,0.000000000000000000e+00,7.845918490892750397e-02,2.142853126173562689e-02,1.579250393734282776e-01,2.171349433336189905e-01,3.440645475210694082e-01,3.903760535642442075e-01,6.366525238018979627e-01,7.068430246585907240e-01,7.192305835473187248e-01,8.031412452880657415e-01,1.260402264914950887e+00,1.275952291478314349e+00,1.338513843587223029e+00,1.420605435327350730e+00,1.438626836244662366e+00,1.613452169550175563e+00,1.742194689538887564e+00,1.845579718282278403e+00,2.263419285686133264e+00,2.318198197362209889e+00,2.837887437668689117e+00,2.906263635609049434e+00,3.158645916239000595e+00,3.199845030452831196e+00,3.209010416910546226e+00,2.175582704839168768e-01,1.603371598945726229e+00,2.204514259810228083e+00,3.493197316195921331e+00,3.963385918260779128e+00,6.463766474975054521e+00,7.176392262727953053e+00,7.302159906549709589e+00,8.154082897467718638e+00,1.279653437370949121e+01,1.295440972427751269e+01,1.358958079173690692e+01,1.442303524095273204e+01,1.460600180862733133e+01,1.638095766939784070e+01,1.768804678551007115e+01,1.873768792855499754e+01,2.297990371617906291e+01,2.353605967188468640e+01,2.881232853647417969e+01,2.950653418148420926e+01,3.206890543334346688e+01,3.248718925897531307e+01,3.258024302928283333e+01
8.345396741715344291e+00,4.586530983828270847e-01,2.006184603757369400e-01,4.075058770880546355e-01,1.370317796139048250e+00,5.993877452397082806e-01,1.217505250425494623e+00,3.403863470033999805e-01,1.181208857872168005e-02,1.311156377530527384e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.424390003209368150e+00,1.363858144704466757e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.327633572941258500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.408547981441311214e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.803353516455109329e-03,0.000000000000000000e+00,1.856721909575435592e-01,1.089928809351470469e-02,2.765783703413268041e-02,5.577127398959062093e-02,7.394510387493558046e-02,1.256177413542952648e-01,1.711817481560909959e-01,2.310721583083446273e-01,2.979351865242504949e-01,3.640324722177865069e-01,4.674244148836553259e-01,5.259396748277109790e-01,5.860916707750790655e-01,6.713100146950453651e-01,6.949757873373356709e-01,7.206092958546093108e-01,9.166521632147826004e-01,9.434332103677219861e-01,1.022446804433656542e+00,1.200252541348053814e+00,1.263224411092213506e+00,1.294210588005567208e+00,1.297998037336727029e+00,1.361807597644731249e+00,1.436170408421296507e+00,1.165802753148536403e-02,2.958320055757679423e-02,5.965371701877786315e-02,7.909269388938196255e-02,1.343624532709399577e-01,1.830983377784967114e-01,2.471579391429536143e-01,3.186755480997556789e-01,3.893741083873947795e-01,4.999635435679971041e-01,5.625522654722956428e-01,6.268916625789261454e-01,7.180423681188315976e-01,7.433556020337931391e-01,7.707735531383936856e-01,9.804636838540077282e-01,1.009109057969473922e+00,1.093623078250337111e+00,1.283806524950629635e+00,1.351162097616274371e+00,1.384305336005054565e+00,1.388356443581799882e+00,1.456608021525254815e+00,1.536147500426420009e+00
3.361276795204718226e+00,2.248787739109124051e-01,3.211937158007204807e-01,1.438894435313654158e-02,2.220071622461252669e+00,3.170922009938358155e+00,1.420520331021886407e-01,5.217853356759254879e+00,1.901729006707976177e-01,2.208518180658423091e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.956614214598835666e+00,1.809584717707304891e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.605917664038926773e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.715519524258599104e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.619181995111690142e-02,0.000000000000000000e+00,2.141862613705834695e-01,3.689036463794123904e-03,3.806075475659635721e-02,5.134275531370780660e-02,1.326668377451488967e-01,1.430280915913844375e-01,2.097029416775852972e-01,2.437643195803732843e-01,2.673558233214159419e-01,4.480565470464435429e-01,5.152681048840646039e-01,5.942137905134809994e-01,6.098681629459203890e-01,6.907199756648625399e-01,6.962057929058598216e-01,7.549562970454956057e-01,7.877904426958177719e-01,9.475684619974730216e-01,9.849267208079630631e-01,1.422018516634052432e+00,1.441219100381221363e+00,1.501337780267557598e+00,1.534085645818451527e+00,1.573666797898743086e+00,1.633982109303463215e+00,1.069659893416670393e-01,1.103596109061689479e+00,1.488716273628131637e+00,3.846760445855062827e+00,4.147191677522223507e+00,6.080471918494064099e+00,7.068103518634149651e+00,7.752154371068091798e+00,1.299168829210810827e+01,1.494053072016631845e+01,1.722961174457064004e+01,1.768352036032788632e+01,2.002787076792837695e+01,2.018693557368183988e+01,2.189044429778767764e+01,2.284249150798600780e+01,2.747535813248010328e+01,2.855858491892293216e+01,4.123234318413069133e+01,4.178907648200141267e+01,4.353225634348294193e+01,4.448180180660275340e+01,4.562948281575084764e+01,4.737836413480974329e+01
4.542602821170595995e+00,1.768079523485042992e-01,6.192845691160276528e-02,2.395308579698922635e-01,1.282086380543347337e+00,4.490614258001902059e-01,1.736908587220905353e+00,1.146628795516978050e+00,1.245183194273379590e-01,1.087658481407033362e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.477034431127821179e+00,8.330766153898452875e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.485522009803040167e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.395901121849569604e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.600197349735845265e-02,0.000000000000000000e+00,1.587570934984664228e-01,3.890077555757712885e-02,2.488633504127054641e-01,2.725946365827909279e-01,2.794357653339692438e-01,4.294543590269929711e-01,5.283601814785512385e-01,6.190359139993810711e-01,8.013166198716948907e-01,1.009114405400147518e+00,1.140529336567495555e+00,1.174374177237273775e+00,1.223863247486470573e+00,1.317325010960505915e+00,1.509783548341731452e+00,1.525375066594764961e+00,1.797865399434199318e+00,1.814912122312553056e+00,1.884808305616730184e+00,1.907304308673060556e+00,1.930356071454627287e+00,2.013947280479057689e+00,2.263958889811394481e+00,2.683279259570474196e+00,2.754911906237351715e+00,4.502818876368041567e-01,2.880627894464319549e+00,3.155320832575520651e+00,3.234507849376448529e+00,4.970993936876982211e+00,6.115842588180634642e+00,7.165426803844848536e+00,9.275351327032597126e+00,1.168063959631169801e+01,1.320178570256633854e+01,1.359354444066651624e+01,1.416638731204361967e+01,1.524822022348941708e+01,1.747595456198789066e+01,1.765642855433049618e+01,2.081054205656946365e+01,2.100786024484891001e+01,2.181691828818354040e+01,2.207731265244229490e+01,2.234414001281912121e+01,2.331171988365364456e+01,2.620563903481956913e+01,3.105933063642323333e+01,3.188848848469906727e+01
