,C00,C11,C22,C33,C44,C55,C01,C02,C12
eig_77,0.030465516517480123,0.038246106066745694,-0.22845245914320744,0.28884724569588954,0.056359473218722776,0.16036039298310228,0.1389586245649785,0.03331854410231979,-0.022074569239367195
eig_78,0.06631885043433339,0.3217633413958825,0.506949276228188,-0.02097141129554083,0.2705689372238798,0.11985339401393136,0.7214534372554791,0.7291762656880743,0.7254274076840814
eig_79,-0.11063828593181727,-0.17070584297260957,-0.22500797393902794,-0.20236378560007137,-0.2212482738217927,-0.1960002167464439,-0.11078687091425413,0.07300827226001763,0.13308851720113843
eig_80,-0.04958056966734549,-0.31947093262982273,-0.33333914664199904,0.23215995008119542,0.2567899301857369,0.09650197837326911,-0.2315855921717841,-0.37495060747586717,-0.4912980953642189
eig_81,0.46767090174894915,0.5166987106295249,0.5983780809348754,-0.14454503358459994,-0.07645839881257002,0.1326605154461809,-0.4310369758647844,-0.49341784383986975,-0.4018977007667768
eig_82,-0.3292733108464434,-0.3261419722736925,0.06475808133254099,-0.20156726315167106,-0.2924115339608206,-0.4799085019408141,0.4214721521992479,0.824385228692545,0.725779585290904
eig_83,0.08581289996686302,-0.029535072036654727,-0.2458125516723184,0.04169581093718745,0.049502997658856976,0.6414885043272253,0.3642321710402312,0.04123800318535009,0.011742390079668347
eig_84,0.4909626986005337,0.42593809293860097,0.32874661822408485,0.12991411067952993,0.013136822476802788,-0.4465591622628794,0.4167616644734818,0.6437605192397796,0.9167512526435609
eig_85,-0.2613349482282653,-0.031567902002671185,-0.11291902250102948,-0.15756831969954208,-0.12925427014433594,0.1643432954646386,0.3157387590309258,0.12944058991042284,0.02883492468607956
eig_86,0.1920234786283751,0.2734335087204,0.12405739397775145,-0.121582377187527,-0.06488002475553253,-0.09080903081893157,-0.6539543547158081,-0.4712065468364386,-0.4673059072798881
eig_87,-0.38842945633267184,-0.2782833958414082,0.08268418384732015,-0.016009632171283497,0.1552515402076826,0.021514163764239976,0.3108443278717657,0.3372190605039073,0.37905118205726607
eig_88,0.6148799804331389,0.21609133142780515,-0.31160923993336,0.6667300891441702,0.40494024787962757,0.004066684921212978,-0.25961856261906285,-0.3823416710426651,-0.6316510104170954
eig_89,-0.36219911679478384,-0.053632954676280736,0.14192331225705906,-0.2951440885344536,-0.28850747159066653,0.2596131329589316,0.4588769343517807,0.31289425368704626,0.4022909532420449
eig_90,-0.2248833427520595,-0.2997524097902476,-0.14438826651221578,0.47316082026028194,0.6337459199142218,0.2712352804596076,0.005356785140431614,0.14022466822111745,0.27705627867489674
eig_91,0.24956751410368133,0.18640399150647896,0.009627360684768623,-0.10154705335387498,-0.39665945691948185,-0.40354365932440356,-0.4091662123532982,-0.2949706401768284,-0.47888223916195366
eig_92,-0.4896011184619772,-0.40320806071065274,-0.34523010847427443,0.05525381568992384,0.29707750029285107,0.30547126061160673,-0.08957810418310708,-0.32559056348841015,-0.14704341449345784
eig_93,0.08642965601839575,0.3291916633496108,-0.07965339985404257,-0.05645863139515882,-0.020827029577745446,-0.4179152294881439,0.27815394258372705,0.07504036329959568,-0.05666249596809278
eig_94,-0.591018589165743,-1.0334348703784713,-0.0953910118333692,-0.1889435550609958,-0.131325415252944,0.20652176091775543,-0.5536543812507564,-0.41218124759936214,-0.5188827247278858
eig_95,-0.1827913894672351,0.24010661899073965,-0.003208411090049098,0.10603673585137496,-0.2932554071561814,-0.29637874553942145,-0.6863662776195263,-0.43943633114576686,-0.3991323416459695
eig_96,0.998297827330368,0.6977729293779578,0.48766700004603747,-0.09625119982408742,0.1553784020345348,-0.043742927487736706,1.0667852249546117,0.674310166763657,0.8464265278322327
eig_97,-0.08063491747890268,-0.2896742726818588,-0.1267010052763151,-0.01658760211898159,0.08961591636609503,0.10796288539796826,-0.17593946512753067,-0.3053969574142016,-0.4037439781860612
eig_98,-0.6728849606558928,-0.14431181566821016,-0.12635396897286005,0.29379512316860196,0.13279896300898736,0.11692267571075356,-0.7332253751961693,-0.33209049591248796,-0.19576720010639745
eig_99,0.5729632652366138,0.1419444260083506,-0.19843528247937214,-0.35451393070877646,-0.19038103519701188,-0.3218841186204069,0.03350476387989321,0.2537753691491516,0.09160134580766481
eig_100,-0.2689307846344895,0.0025535046584899586,0.08381782954932596,0.011471219595605334,0.010974168458093153,0.5164660386582354,0.005915930297827651,-0.2935311904073228,-0.18131279233591902
eig_101,0.2871211229641446,0.1331918810081535,0.11777236883750941,-0.2900725097618564,-0.3660809969002949,-0.8314506962932763,-0.37243411219927935,-0.3763010986856283,-0.37849142705106864
eig_102,0.06930708378998754,-0.1711263995766798,-0.31498760626858674,0.5509661181547069,0.2808634846870069,0.5377199849023325,1.0765558724698638,0.8781948352862102,0.7174107322867743
eig_103,0.05560023597470558,0.31911904599431534,0.40926087385681365,-0.2514424040385212,-0.006231338949646226,-0.0690864165335562,-0.21432346293444715,0.1152484708952472,0.27082425551098027
eig_104,-0.048762778638231086,-0.17899624681722676,-0.4099338497456948,-0.4463482304910665,-0.651396088174851,-0.6222346876339924,-0.10987662515328536,-0.3894096314416686,-0.37772759789837
eig_105,-0.37127558492526364,-0.12277627400525448,0.2645004013266015,0.4047982814844122,0.6755098317324926,0.5804306147196805,0.2851863376734243,0.3972348482110791,0.4216573459091611
eig_106,-0.2119746578172216,-0.4888423365463094,-0.3619829792980201,-0.08386864716646192,-0.13164062412310867,0.18699124327812827,-0.8394490444393807,-0.576549744007875,-0.6184678395590096
eig_107,-0.08818953595698197,-0.23967225425115987,-0.26623186383371894,-0.07563360580576627,-0.0052111978186887495,-0.15055301285246514,0.03287660183117663,0.1525500264220811,0.1552755001844942
eig_108,0.21089941894644645,0.45776581279126527,0.12125128633141183,-0.09528587928715265,0.007488880387883503,-0.043018683438144745,0.4045584563015043,0.18084121135929834,0.15338364975675606
eig_109,0.2857387725006093,0.15961871406417916,-0.2812921955977113,0.0071836245775788315,-0.04688215786619542,-0.1460372034639638,-0.7009250691981721,-1.0153122247024937,-0.9777146814436714
eig_110,-0.04049774894789534,-0.10317379417668972,0.9363615526045598,0.28537108116308363,0.014477432620456941,0.2971195402526217,0.9753076273721857,1.0695263872103338,1.0005017686320177
eig_111,-0.47298106883076146,0.007024605185233606,-0.6269794006874555,0.021392226208512173,0.018527740557249053,-0.2344003428887429,-0.4321411895283632,-0.5464911387963288,-0.5114658469783158
eig_112,0.36191143069264126,0.5509385129497788,0.4637211479035299,-0.11105157335595037,-0.18045434464713267,-0.31333184016889143,0.4284072493896301,0.8365022323749787,0.7628983841021363
eig_113,-0.043674109980868306,-0.599044135401623,-0.09019484772972207,-0.2922720049828948,-0.21630595221551085,0.042270579716865306,-0.05025550530802825,-0.09661666446596034,-0.17221350149854153
eig_114,-0.12392200235438432,0.3293727510453758,0.5873422850586116,0.5435755864030033,0.6265793375401874,0.284001926852935,0.8152913971570594,0.3885056701027111,0.5668932490568103
eig_115,0.4028311740880609,-0.148004443457986,-0.5200177435968418,-0.43971964072472297,-0.3520564255628347,-0.07292725016940833,-0.7214750285334489,-0.6730437027342034,-0.7315372705806953
eig_116,0.4441355840005811,0.6578005556187416,0.6743531579255734,0.4203199541253073,0.08069902592983716,0.11935615586761975,0.10642985390909077,0.3196482719206976,0.2390808244988654
eig_117,-0.149856873433046,-0.057186016248050725,-0.8350734244125493,-0.20568335425157952,-0.11680179841419645,-0.8540254835395885,-0.7401441085336807,-0.5541181871790595,-0.4655048552957427
eig_118,0.0858118323651698,-0.06046013779078803,0.17198713976336033,-0.1779564028055035,-0.17915676100151978,0.4212716970816259,0.8532947781001364,0.7861138492338667,0.9154900174902179
eig_119,-0.32732122399808977,-0.3122971212690242,0.12789885242002794,-0.23935984325026197,-0.16761464938151005,0.16904621561471828,-0.02297645712313373,-0.03487371888988297,-0.02253187403955216
eig_120,0.18358240258680786,0.10033678798627263,-0.5183259985079284,0.6841557291096927,0.5526195008671992,0.8462771031813822,-0.1430610374820225,0.19949508122420845,-0.09349222701295148
eig_121,-0.18974990217971105,-0.31328896098411013,0.5170797660435741,0.22808765311193796,0.2641232836686993,-0.35124090810909814,0.9817054559387629,0.45080361870078944,0.5821764398272102
eig_122,-0.2771016375668977,-0.4665133353828093,-0.24927870989160827,-0.5918734129433509,-0.07196644384119998,-0.2739599835964527,-1.9408393293887558,-1.9889280098585667,-2.0070699049965146
eig_123,0.38037807729438144,0.6380094633210237,0.16227746526772036,0.2537806219408962,-0.09532083671436509,0.27841166252967214,1.1753340842708957,1.5298108427898383,1.684870235734398
eig_124,-0.25983015650572683,-0.12981406998507036,0.2355428112264935,-0.04834000342941644,-0.05684077261367488,0.10251056990177723,-0.2529158406947897,-0.005600939342247235,0.047233105241979156
eig_125,0.13863106945403852,0.3840850626276623,0.1262898975045972,-0.25279693742089027,-0.1072187637938733,-0.4761238525651437,0.6476896708479749,-0.24560943212832526,-0.2800917614980267
eig_126,-0.6505251399855809,-0.7255949955568733,-0.6992976298747218,0.10451138734073254,0.22389437928231154,0.5489941279446954,-0.7286266688427998,-0.28294992910909167,-0.6207547592640791
eig_127,0.48518243259905786,0.5174367702504277,0.8096586758484199,0.17171147485816562,-0.45118066747650765,-0.4645915369873457,0.3482602884364918,0.23144820656545967,0.3704056439733357
eig_128,-0.4984004465274318,-1.006893895169592,-0.8991796139498417,0.19825777458882096,0.46212630274200583,0.22744295451679508,-0.9136555475831948,-0.12529589760409354,0.12735402926190678
eig_129,0.5449906222470533,0.5127865485303258,0.22348963353355394,-0.3941590343102065,-0.06327498307145402,0.509797392586129,0.5022364361572546,-0.09355257111977802,-0.24595730884717956
eig_130,-0.630245438537484,-0.24326908421520152,0.2705084841303779,0.20311771527365222,-0.16824962291838402,-0.6460252162903439,0.09504167166214755,-0.008779653873079551,-0.05945646151194134
eig_131,0.5034716544024647,0.2978284432740188,-0.3416574240838694,0.15404635977304904,0.036507355651289056,0.5170158421079736,-0.5218168985837963,-0.6211654839962188,-0.5297762192849335
eig_132,0.051119788592729226,-0.05777721520078922,-0.3159622682772001,-0.7448728646992261,-0.5209737086183959,-0.04919765909636019,-0.22085377471373088,0.10533326914376295,0.06366884442752554
eig_133,-0.6355703934624538,-0.4128684405835582,0.40296558772436514,0.3143902251636804,0.572819911692025,-0.4765085483938901,-0.808000255046044,-0.6935838050730918,-0.8426762115822394
eig_134,0.7294811093801274,0.6708603444158684,0.3590247092574796,0.9188652126473672,0.36994321762583016,0.49509938194597686,0.81098278428822,0.2952273434231905,0.7939329770040522
eig_135,0.13589913279004265,0.33379939586021445,-0.27546553617980124,-0.35357477999570003,-0.03202379951576203,-0.21310981750679203,1.0665017608769622,1.0260024658583762,0.7220215209194719
eig_136,-0.6951017947971322,-0.6790033355769781,0.10919517588775128,-4.756360655326641e-06,-0.022850465957576904,-0.0005598117793180653,-0.9021611080516513,-0.25017168872010154,-0.39535387137356187
eig_137,0.8301692281163728,0.801860690342978,0.24176258371208115,-0.43885187560725397,-0.16938759777960824,-0.18692282126203888,0.5115914783746404,0.5189529398520097,0.9411578416745066
eig_138,-0.2841177676397342,-0.14729845912673056,-0.1444086517035111,-0.09995839475419666,-0.4117925043010546,-0.6386599183515742,-0.09132736951349,-0.2870185413190327,-0.8160825882957273
eig_139,-0.07059187403906021,-0.20797093411821488,0.06101717203308643,0.14281854368476118,0.07689609389461444,0.5275027478255432,0.7644327452148956,0.7504261356223262,0.8084270700507162
eig_140,-0.21611201597344135,0.2372652056684154,0.1554570857192793,0.007537617689396953,-0.02658350403765243,-0.05280873196869812,-0.26491631474801963,-0.2900486392098912,-0.23180913551646212
eig_141,0.3243165253461736,-0.5101778619974098,-0.1543004655862972,-0.09705665007902184,0.25680516335440734,-0.2488646951284987,0.1263719829733439,-0.4354132282902145,-0.3314043984452379
eig_142,-0.24985220175974004,0.0808162426800692,0.09766798277498406,0.4485320483677279,-0.0355342180109974,0.4989313923504943,0.6923416416110868,1.0652110822440393,1.2141118464147733
eig_143,0.23812230918176697,0.6913863827096165,-0.6131427629334748,-0.535279785092514,-0.16045999649379494,-0.7200649136282162,-0.6448623079122406,-0.6824135081377166,-0.8451207027970752
eig_144,-0.17685459896824768,-0.3163430158509155,-0.05405233374934712,0.20817417886895076,0.21637591271306877,0.5030458603376545,-0.8175360424219952,-0.6307279196702478,-0.6568890646105997
